id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_scree-1i-1g_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,v_type_of_assessment,start,end,event,two_year_recid,score_text
9767,Male,42,25-45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,737,0,0,Low
9771,Male,38,25-45,African-American,0,0,0,4,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,55,0,0,Low
9773,Male,22,Less_than_25,African-American,0,0,1,3,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,15,351,1,1,High
9774,Male,46,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,37,558,1,1,Low
9776,Male,63,Greater_than_45,Caucasian,0,0,0,1,-1,12,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,892,0,0,Low
9777,Male,38,25-45,African-American,0,0,0,0,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,396,1,1,Low
9778,Male,36,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,891,0,0,High
9780,Female,27,25-45,African-American,0,1,0,10,-58,118,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,63,1,1,High
9781,Male,22,Less_than_25,Caucasian,0,0,0,6,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,17,0,1,High
9782,Male,29,25-45,African-American,0,0,0,11,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1128,0,0,High
9783,Male,23,Less_than_25,African-American,0,0,0,6,40,245,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,40,0,1,Low
9784,Male,39,25-45,African-American,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1075,0,0,Low
9785,Male,47,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1053,0,0,Low
9786,Male,26,25-45,African-American,0,0,0,7,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,8,1,1,High
9787,Female,21,Less_than_25,African-American,0,0,0,0,-4,4,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,449,1,1,High
9788,Male,55,Greater_than_45,African-American,0,0,0,12,-40,40,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,659,0,0,High
9789,Male,63,Greater_than_45,African-American,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,734,0,0,Low
9790,Male,27,25-45,African-American,0,0,0,2,-1,1,F,1,(M2),56,N,0,N,Risk of Recidivism,Risk of Violence,0,118,0,1,Low
9791,Male,55,Greater_than_45,Caucasian,0,0,0,27,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,733,0,0,High
9793,Male,57,Greater_than_45,Caucasian,0,0,0,21,-33,33,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,13,1,1,Low
9795,Male,24,Less_than_25,Hispanic,0,0,0,1,-1,33,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1010,0,0,Low
9796,Male,54,Greater_than_45,Other,0,0,0,2,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,528,1,1,Low
9797,Male,30,25-45,African-American,0,0,0,2,-1,0,F,1,(F1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,77,1,1,Low
9798,Male,26,25-45,African-American,0,1,0,3,-1,369,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,791,0,0,High
9799,Male,26,25-45,Caucasian,0,0,0,0,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,1,383,0,1,High
9800,Male,37,25-45,Caucasian,0,0,0,1,-9,9,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,869,0,0,Low
9801,Male,25,25-45,African-American,0,0,0,4,-170,170,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,933,0,0,High
9802,Male,34,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,496,0,0,Low
9804,Female,48,Greater_than_45,Hispanic,0,0,0,4,-6,6,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,624,1,1,Low
9805,Male,25,25-45,African-American,1,1,0,2,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,49,172,1,1,High
9806,Male,57,Greater_than_45,Other,0,0,0,0,-1,1,F,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,889,1,0,Low
9808,Male,46,Greater_than_45,Caucasian,0,0,0,2,-55,55,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,982,0,0,High
9809,Male,21,Less_than_25,Hispanic,0,0,0,0,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,442,1,1,Low
9810,Male,32,25-45,African-American,0,0,1,8,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,202,0,0,High
9811,Female,25,25-45,African-American,0,0,0,5,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,128,1,1,High
9814,Male,35,25-45,African-American,0,0,0,4,96,543,F,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,0,96,1,1,High
9815,Female,33,25-45,African-American,0,0,0,2,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,567,1,1,Low
9817,Male,26,25-45,African-American,0,0,0,2,-1,1,F,1,(M1),74,N,1,(M1),Risk of Recidivism,Risk of Violence,21,435,0,1,High
9818,Male,49,Greater_than_45,Caucasian,0,0,0,10,302,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,25,1,1,High
9820,Male,29,25-45,African-American,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1059,0,0,Low
9822,Male,28,25-45,Caucasian,0,0,0,6,0,0,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,2,44,0,1,Low
9823,Male,53,Greater_than_45,African-American,0,0,0,20,-3,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,31,0,0,High
9824,Male,57,Greater_than_45,Hispanic,0,0,0,1,-15,15,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1117,0,0,Low
9826,Male,29,25-45,African-American,0,1,0,3,-119,119,F,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,120,0,1,High
9827,Male,27,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,43,1081,0,0,Low
9830,Male,48,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,798,0,0,Low
9831,Male,29,25-45,Hispanic,0,0,0,0,0,0,M,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,3,124,1,1,Low
9832,Male,25,25-45,Caucasian,0,0,0,1,0,0,M,1,(M1),0,N,1,(M2),Risk of Recidivism,Risk of Violence,3,227,1,1,Low
9833,Male,67,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1063,0,0,Low
9834,Male,29,25-45,African-American,0,0,1,2,0,0,M,1,(F2),1,N,0,N,Risk of Recidivism,Risk of Violence,0,830,1,0,High
9835,Female,53,Greater_than_45,African-American,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1044,0,0,Low
9837,Male,23,Less_than_25,Caucasian,0,0,0,1,-40,41,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,142,0,0,High
9838,Male,49,Greater_than_45,African-American,0,0,0,0,-4,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1110,0,0,Low
9840,Female,44,25-45,Caucasian,0,0,0,0,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,848,1,0,Low
9842,Female,55,Greater_than_45,Hispanic,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,741,0,0,Low
9843,Male,26,25-45,African-American,1,0,0,10,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,153,1,1,High
9844,Male,51,Greater_than_45,Caucasian,0,0,0,2,-64,64,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,357,1,1,Low
9845,Male,46,Greater_than_45,African-American,0,0,0,0,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,809,0,0,Low
9846,Male,30,25-45,Caucasian,0,0,0,1,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,126,1,1,Low
9847,Female,48,Greater_than_45,African-American,0,0,0,0,-1,1,F,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,9,622,1,1,High
9851,Male,77,Greater_than_45,African-American,0,0,0,1,-1,3608,M,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,1,692,1,1,Low
9852,Male,21,Less_than_25,African-American,0,2,2,2,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,58,0,1,High
9853,Male,46,Greater_than_45,Caucasian,0,0,0,11,-122,118,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,175,1,1,High
9854,Male,54,Greater_than_45,African-American,0,0,0,4,-1,1,F,1,(F1),31,N,0,N,Risk of Recidivism,Risk of Violence,2,3,1,1,Low
9855,Male,54,Greater_than_45,Caucasian,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1072,0,0,Low
9856,Male,26,25-45,African-American,0,0,0,15,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,42,800,0,0,High
9857,Male,23,Less_than_25,African-American,0,1,1,8,0,0,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,3,1,1,High
9858,Male,27,25-45,Hispanic,0,0,0,1,-86,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,287,0,0,Low
9861,Male,39,25-45,Caucasian,0,0,0,2,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,18,868,0,0,Low
9862,Male,35,25-45,Hispanic,0,0,0,13,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,877,0,0,High
9864,Male,29,25-45,African-American,0,0,0,1,-1,1,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,365,1,1,Low
9865,Male,30,25-45,African-American,1,0,0,9,-1,1,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,140,1,1,Low
9867,Male,41,25-45,African-American,0,0,0,6,-1,1,F,1,(M2),22,N,0,N,Risk of Recidivism,Risk of Violence,5,895,1,0,Low
9868,Male,32,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,114,900,0,0,High
9869,Male,48,Greater_than_45,African-American,0,0,0,12,-24,333,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1088,0,0,High
9871,Male,39,25-45,Caucasian,0,0,0,2,-120,120,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,808,0,0,High
9872,Male,52,Greater_than_45,African-American,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,3,52,1,1,High
9875,Male,31,25-45,African-American,0,1,0,3,0,1,F,1,(F3),203,N,0,N,Risk of Recidivism,Risk of Violence,0,233,1,1,Low
9877,Male,22,Less_than_25,Caucasian,0,0,3,1,-1,1,F,1,(F3),78,N,0,N,Risk of Recidivism,Risk of Violence,0,218,1,1,High
9879,Male,56,Greater_than_45,African-American,0,0,0,4,-50,50,M,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,0,165,1,1,Low
9880,Female,46,Greater_than_45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,937,0,0,Low
9881,Female,52,Greater_than_45,Caucasian,0,0,0,23,-62,62,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,124,1,1,High
9883,Male,29,25-45,African-American,0,0,0,7,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,108,1,1,Low
9885,Female,22,Less_than_25,African-American,0,0,0,0,-2,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1058,0,0,High
9886,Male,32,25-45,Hispanic,0,0,0,1,-47,47,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1122,0,0,Low
9888,Male,39,25-45,African-American,0,0,0,8,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,39,1085,0,0,Low
9889,Male,35,25-45,African-American,0,0,0,9,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,771,0,0,High
9890,Male,26,25-45,African-American,0,0,0,1,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,14,195,0,0,Low
9891,Male,27,25-45,African-American,0,0,0,1,0,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,83,0,0,Low
9892,Male,27,25-45,African-American,0,0,0,5,-28,28,F,1,(M2),0,N,1,(M2),Risk of Recidivism,Risk of Violence,0,74,1,1,High
9894,Female,34,25-45,Caucasian,0,0,0,10,22,77,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,22,0,1,High
9898,Male,47,Greater_than_45,African-American,0,0,0,21,-124,124,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,217,0,1,High
9899,Male,27,25-45,African-American,0,0,0,2,104,334,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,104,0,0,Low
9900,Male,27,25-45,Hispanic,0,0,0,6,1026,222,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,1026,1,0,High
9902,Female,32,25-45,African-American,0,0,0,0,0,1,M,1,(F2),-1,N,1,(F2),Risk of Recidivism,Risk of Violence,0,376,1,1,Low
9903,Male,28,25-45,Hispanic,0,0,0,8,407,70,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,407,0,1,High
9904,Male,25,25-45,African-American,0,0,1,5,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,4,63,1,1,High
9905,Male,22,Less_than_25,Caucasian,0,0,1,2,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,24,69,1,1,High
9906,Male,43,25-45,Caucasian,0,0,0,4,-55,55,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,988,0,0,Low
9907,Male,52,Greater_than_45,African-American,0,0,0,7,-1,1,F,1,(M1),0,N,1,(F2),Risk of Recidivism,Risk of Violence,117,171,1,1,High
9908,Male,21,Less_than_25,African-American,0,0,0,2,0,0,F,1,(M1),-1,N,1,(F2),Risk of Recidivism,Risk of Violence,1,14,1,1,High
9909,Male,28,25-45,African-American,0,1,0,11,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,1,278,1,1,High
9910,Male,21,Less_than_25,African-American,0,0,0,1,34,153,F,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,0,34,1,1,High
9912,Male,26,25-45,Hispanic,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,949,0,0,High
9914,Male,23,Less_than_25,Caucasian,0,1,0,4,-1,1,M,1,(F1),1,N,0,N,Risk of Recidivism,Risk of Violence,7,284,0,1,Low
9915,Male,39,25-45,Hispanic,0,0,0,3,-1,45,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,900,0,0,Low
9917,Male,31,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1055,0,0,Low
9918,Male,34,25-45,Caucasian,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1040,0,0,High
9919,Male,32,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1090,0,0,Low
9920,Female,50,Greater_than_45,Caucasian,0,0,0,0,-3,4,M,1,(M1),1,N,1,(M1),Risk of Recidivism,Risk of Violence,0,30,1,1,Low
9921,Male,27,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,326,0,0,High
9922,Female,26,25-45,African-American,0,1,0,4,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,805,0,0,Low
9923,Male,27,25-45,African-American,1,0,0,4,-1,1,F,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,1,75,1,1,High
9924,Male,29,25-45,Caucasian,0,0,0,0,0,0,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,1,355,1,1,Low
9926,Male,30,25-45,Caucasian,0,0,0,11,-214,214,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,76,1,1,High
9931,Male,58,Greater_than_45,African-American,0,0,0,0,-1,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1174,0,0,Low
9933,Male,27,25-45,African-American,2,0,0,14,0,0,F,1,(F1),34,N,0,N,Risk of Recidivism,Risk of Violence,2,49,0,1,High
9934,Male,28,25-45,African-American,0,0,0,5,0,0,F,1,(M2),39,N,0,N,Risk of Recidivism,Risk of Violence,0,21,1,1,High
9935,Male,24,Less_than_25,African-American,0,5,1,15,-1,1,F,1,(F2),-1,N,1,(F2),Risk of Recidivism,Risk of Violence,1,132,1,1,High
9937,Male,45,Greater_than_45,African-American,0,0,0,1,121,128,F,1,(F3),27,N,0,N,Risk of Recidivism,Risk of Violence,0,94,1,1,Low
9939,Male,50,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,851,0,0,Low
9940,Female,30,25-45,African-American,0,0,0,15,-4,5,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,77,0,1,High
9941,Male,25,25-45,Hispanic,0,0,0,1,37,156,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,37,1,1,Low
9942,Male,46,Greater_than_45,Hispanic,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,866,0,0,Low
9944,Male,43,25-45,Caucasian,0,0,0,0,-1,1,F,1,(M2),227,N,0,N,Risk of Recidivism,Risk of Violence,0,491,1,1,Low
9945,Male,24,Less_than_25,Caucasian,0,0,0,0,-1,1,F,1,(M2),253,N,0,N,Risk of Recidivism,Risk of Violence,0,170,1,1,Low
9948,Male,34,25-45,African-American,0,0,0,10,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1150,0,0,High
9949,Male,56,Greater_than_45,Hispanic,0,0,0,2,-108,108,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,749,0,0,Low
9951,Male,26,25-45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,804,0,0,Low
9952,Male,31,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,194,0,0,Low
9953,Male,23,Less_than_25,African-American,0,0,3,1,-24,24,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,571,1,1,Low
9955,Male,39,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,17,927,0,0,Low
9956,Male,50,Greater_than_45,African-American,0,0,0,4,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,156,1,1,Low
9959,Female,22,Less_than_25,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,906,0,0,High
9960,Female,25,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,930,0,0,Low
9963,Female,21,Less_than_25,African-American,0,1,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,894,0,0,High
9965,Male,20,Less_than_25,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,779,0,0,Low
9966,Male,54,Greater_than_45,African-American,0,0,0,12,0,0,M,1,(M1),0,N,1,(F2),Risk of Recidivism,Risk of Violence,118,152,1,1,High
9968,Female,27,25-45,African-American,0,0,0,2,-1,1,F,1,(M2),-1,N,1,(F3),Risk of Recidivism,Risk of Violence,3,260,1,1,High
9969,Male,45,Greater_than_45,Caucasian,0,0,0,5,-4,4,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,123,0,1,High
9970,Male,34,25-45,African-American,3,1,0,13,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,579,1,1,High
9971,Female,55,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,741,0,0,Low
9972,Male,24,Less_than_25,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,799,0,0,Low
9973,Male,20,Less_than_25,African-American,0,0,1,0,0,0,F,1,(F3),-1,N,1,(F3),Risk of Recidivism,Risk of Violence,0,21,0,1,High
9977,Male,37,25-45,African-American,0,0,0,5,0,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,6,231,1,1,High
9979,Female,34,25-45,Caucasian,0,0,0,1,-21,21,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1004,0,0,Low
9980,Female,41,25-45,African-American,0,0,0,2,-26,27,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,74,1,1,High
9981,Male,21,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,459,1,1,High
9983,Male,22,Less_than_25,African-American,0,0,0,3,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,8,47,0,1,Low
9984,Male,24,Less_than_25,African-American,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1160,0,0,High
9985,Male,42,25-45,Caucasian,0,0,0,8,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,48,0,0,Low
9987,Female,23,Less_than_25,African-American,0,0,0,0,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,492,1,1,Low
9988,Female,40,25-45,African-American,0,0,0,1,-73,73,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1031,0,0,Low
9989,Male,19,Less_than_25,African-American,3,0,0,2,-43,43,F,1,(F2),1,N,0,N,Risk of Recidivism,Risk of Violence,0,71,1,1,High
9991,Male,20,Less_than_25,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,791,0,0,Low
9996,Female,44,25-45,Caucasian,0,0,0,0,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,363,1,1,Low
9997,Male,20,Less_than_25,African-American,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,796,1,0,Low
10004,Male,27,25-45,African-American,0,0,0,5,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1144,0,0,High
10006,Male,20,Less_than_25,Caucasian,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,480,1,1,High
10007,Male,20,Less_than_25,African-American,0,0,0,0,-3,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,907,0,0,High
10008,Male,28,25-45,Caucasian,0,0,0,1,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,29,42,1,1,Low
10009,Male,29,25-45,African-American,0,0,0,9,0,1,F,1,(M1),0,N,1,(F3),Risk of Recidivism,Risk of Violence,5,96,1,1,High
10010,Male,21,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,175,1,1,High
10011,Male,45,Greater_than_45,African-American,0,0,0,4,114,154,M,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,0,113,1,1,Low
10012,Female,24,Less_than_25,African-American,0,0,0,2,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,57,480,1,1,High
10013,Male,60,Greater_than_45,African-American,0,0,0,15,-38,38,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,273,1,1,Low
10015,Male,43,25-45,African-American,1,0,0,8,34,45,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,34,0,1,Low
10017,Male,21,Less_than_25,Other,0,0,0,0,-3,4,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,479,1,1,Low
10018,Female,24,Less_than_25,African-American,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1084,0,0,High
10019,Male,23,Less_than_25,African-American,0,1,0,3,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,5,220,1,1,High
10020,Male,27,25-45,Caucasian,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,12,163,0,0,Low
10021,Male,24,Less_than_25,Caucasian,0,0,0,0,-2,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1057,0,0,Low
10022,Male,31,25-45,African-American,0,1,0,6,27,291,M,1,(F1),0,N,1,(F1),Risk of Recidivism,Risk of Violence,0,27,1,1,High
10025,Male,22,Less_than_25,African-American,0,0,0,0,-5,6,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,252,1,1,Low
10027,Female,46,Greater_than_45,African-American,0,0,0,4,-56,56,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,218,0,0,High
10028,Male,53,Greater_than_45,African-American,0,0,0,3,-241,2757,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,262,0,0,High
10029,Male,54,Greater_than_45,Caucasian,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,874,0,0,Low
10032,Female,37,25-45,Caucasian,0,0,0,5,-36,37,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,8,1,1,Low
10033,Female,35,25-45,African-American,0,0,0,7,-1,1,F,1,(M1),0,N,1,(F3),Risk of Recidivism,Risk of Violence,1,171,1,1,High
10035,Female,53,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,828,0,0,High
10036,Male,26,25-45,African-American,0,0,0,9,-1,1,M,1,(M1),0,N,1,(F2),Risk of Recidivism,Risk of Violence,1,68,1,1,Low
